workId,state,state_hi,district,district_hi,location,location_hi,category,category_hi,estimated_cost,status,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency
197281,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-05-07T00:00:00.000Z,2025,Lok Sabha,18,0,True,290755,1,formatin of gravel road at panukuvalasa village,formatin of gravel road at panukuvalasa village,,Gumma Thanuja Rani,,ARAKU
246569,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,490000,Recommended,Recommended,2025-11-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Street Lights,Providing Street Lights,,Putta Mahesh Kumar,,ELURU
161694,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at G N Khandriga  in Narayanavanam Mandal.,Providing street lights and fixtures at G N Khandriga  in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
246573,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,490000,Recommended,Recommended,2025-11-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Street Lights,Providing Street Lights,,Putta Mahesh Kumar,,ELURU
197283,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-05-07T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,providing single phase transformer at nukkalavada village,providing single phase transformer at nukkalavada village,,Gumma Thanuja Rani,,ARAKU
246575,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,490000,Recommended,Recommended,2025-11-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Street Lights,Providing Street Lights,,Putta Mahesh Kumar,,ELURU
1429,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing RO Plant in Janga Vandla Palli Village and GP,Providing RO Plant in Janga Vandla Palli Village and GP,,Midhun Reddy,,RAJAMPET
246865,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,75000,Recommended,Recommended,2025-11-08T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Reclining Electric Wheel Chair  Lithium Battery  to R.Rajendran, Radha Banglow, Palamaner","Providing Reclining Electric Wheel Chair  Lithium Battery  to R.Rajendran, Radha Banglow, Palamaner",,Midhun Reddy,,RAJAMPET
197288,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,250000,Recommended,Recommended,2025-05-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Ro Water Plant Machinery, Motor to Hari Swamy Temple in  Yerramreddypalli Village, Pulivendula Municipality,YSR District","Providing Ro Water Plant Machinery, Motor to Hari Swamy Temple in  Yerramreddypalli Village, Pulivendula Municipality,YSR District",,Y S Avinash Reddy,,KADAPA
247272,Andhra Pradesh,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Normal/Others,Normal/Others,217137,Recommended,Recommended,2025-11-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Shifting of 1 No 160 KVA DTR and MC of Sc.No.18 in F.O Suryarao at Santhakaviti in Santhakaviti Mandal,Shifting of 1 No 160 KVA DTR and MC of Sc.No.18 in F.O Suryarao at Santhakaviti in Santhakaviti Mandal,,Appalanaidu Kalisetti,,VIZIANAGARAM
161696,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Thumbur in Narayanavanam Mandal.,Providing street lights and fixtures at Thumbur in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
247275,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-11-24T00:00:00.000Z,2025,Lok Sabha,18,0,True,475971,1,CC road from RB road to Besetti Uma House at Marredumilli GP of Marredumilli Mandal ASR dt,CC road from RB road to Besetti Uma House at Marredumilli GP of Marredumilli Mandal ASR dt,,Gumma Thanuja Rani,,ARAKU
197294,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,497000,Recommended,Recommended,2025-05-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of compound wall for community Hall Near Ramalayam Temple, Vemula Village Mandal, YSR District","Construction of compound wall for community Hall Near Ramalayam Temple, Vemula Village Mandal, YSR District",,Y S Avinash Reddy,,KADAPA
247280,Andhra Pradesh,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,SRIKAKULAM(District Collector Srikakulam_IDA),SRIKAKULAM(District Collector Srikakulam_IDA),Normal/Others,Normal/Others,495000,Recommended,Recommended,2025-11-10T00:00:00.000Z,2025,Lok Sabha,18,0,True,482331,1,Construction of CC Drain at Reddy Street of Reddypeta Village of V.N.Puram G.P. in Ranasthalam Mandal,Construction of CC Drain at Reddy Street of Reddypeta Village of V.N.Puram G.P. in Ranasthalam Mandal,,Appalanaidu Kalisetti,,VIZIANAGARAM
137081,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-08-26T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,,Putta Mahesh Kumar,,ELURU
247291,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-11-24T00:00:00.000Z,2025,Lok Sabha,18,0,True,477120,1,"Construction of Pipe culvert KM 0 700 Kondapalli to Nunepalli Road Tmarapalli GP at Rampachodavaram mandal, ASR dt","Construction of Pipe culvert KM 0 700 Kondapalli to Nunepalli Road Tmarapalli GP at Rampachodavaram mandal, ASR dt",,Gumma Thanuja Rani,,ARAKU
197619,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-05-08T00:00:00.000Z,2025,Lok Sabha,18,0,True,271522,1,construction of cc road with drainage Rand B road to Aavala tirupatiama house,construction of cc road with drainage Rand B road to Aavala tirupatiama house,,Gumma Thanuja Rani,,ARAKU
247301,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,350000,Recommended,Recommended,2025-11-24T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,CC Road from Santhinagar cause way to Burial ground at Rajavommangi village and Mandal ASR dt,CC Road from Santhinagar cause way to Burial ground at Rajavommangi village and Mandal ASR dt,,Gumma Thanuja Rani,,ARAKU
161698,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Paalamangalam North in Narayanavanam Mandal.,Providing street lights and fixtures at Paalamangalam North in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
247306,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2025-11-24T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Pipe Culvert at Dhulipudi Satanarayana house  Donelapalem village  Rajavomangi mandal ASR dt,Construction of Pipe Culvert at Dhulipudi Satanarayana house  Donelapalem village  Rajavomangi mandal ASR dt,,Gumma Thanuja Rani,,ARAKU
197623,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2025-05-08T00:00:00.000Z,2025,Lok Sabha,18,0,True,189962,1,formation of gravel road from hanuman temple to chilakalapalli BT road bridge at palagara village,formation of gravel road from hanuman temple to chilakalapalli BT road bridge at palagara village,,Gumma Thanuja Rani,,ARAKU
247379,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2025-11-24T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing 30 Double Bunker Beds to MPHW Female Training School, Paderu","Providing 30 Double Bunker Beds to MPHW Female Training School, Paderu",,Gumma Thanuja Rani,,ARAKU
260449,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Purchase of Mahindra 575 DI XP Plus Tractor with cultivator allied attachments to Laxminagar GP Campbell Bay.,Purchase of Mahindra 575 DI XP Plus Tractor with cultivator allied attachments to Laxminagar GP Campbell Bay.,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
248263,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,495000,Recommended,Recommended,2025-11-14T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing CC Drain with cover slab from Yeddula Prathap to Anganwadi Centre Reach-1 in Simhadripuram Village Simhadripuram Mandal,Providing CC Drain with cover slab from Yeddula Prathap to Anganwadi Centre Reach-1 in Simhadripuram Village Simhadripuram Mandal,,Y S Avinash Reddy,,KADAPA
197635,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-05-08T00:00:00.000Z,2025,Lok Sabha,18,0,True,487465,1,Construction of  Internal CC road from Main road to Killo Swamy house at Bamsuguda Village of Baski GP,Construction of  Internal CC road from Main road to Killo Swamy house at Bamsuguda Village of Baski GP,,Gumma Thanuja Rani,,ARAKU
248539,Andhra Pradesh,Andhra Pradesh,ANAKAPALLE,ANAKAPALLE,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Normal/Others,Normal/Others,1000000,Recommended,Recommended,2025-11-17T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Developmental works of Museum and other works at Sri Alluri Seeta Ramaraju Memorial Park at Krishnadevipeta village of Golugonda Mandal of Anakapalli District,Developmental works of Museum and other works at Sri Alluri Seeta Ramaraju Memorial Park at Krishnadevipeta village of Golugonda Mandal of Anakapalli District,,C.M.RAMESH,,ANAKAPALLE
161700,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,50000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Samudayam  in Narayanavanam Mandal.,Providing street lights and fixtures at Samudayam  in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
249470,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-11-26T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing infrastructure including Hardware and Software for Govt. Jr. College Papanaidupeta, Yerpedu Mandal.","Providing infrastructure including Hardware and Software for Govt. Jr. College Papanaidupeta, Yerpedu Mandal.",,Maddila Gurumoorthy,,TIRUPATI
197637,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-05-08T00:00:00.000Z,2025,Lok Sabha,18,0,True,487259,1,construction of internal cc road from main road to killo balaram house at devarapali village baski GP,construction of internal cc road from main road to killo balaram house at devarapali village baski GP,,Gumma Thanuja Rani,,ARAKU
250045,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-11-22T00:00:00.000Z,2025,Lok Sabha,18,0,True,472832,1,"Construction of Compound Wall along the South Side of the Mini Meeting Hall and IT Initiatives Cell at the Collectorate own site near Camp Office, Nandyal District.","Construction of Compound Wall along the South Side of the Mini Meeting Hall and IT Initiatives Cell at the Collectorate own site near Camp Office, Nandyal District.",,DR BYREDDY SHABARI,,NANDYAL
140141,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,297000,Recommended,Recommended,2024-09-10T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,mprovement of electrical distribution infrastructure at Ullipalem of Koduru Mandal in Krishna District,mprovement of electrical distribution infrastructure at Ullipalem of Koduru Mandal in Krishna District,,Balashowry Vallabbhaneni,,MACHILIPATNAM
250512,Andhra Pradesh,Andhra Pradesh,KURNOOL,KURNOOL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2025-11-25T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Community Hall, near Sri Sri Panduranga Swamy Temple at Panchalingala, Kurnool Mandal and Kurnool District","Construction of Community Hall, near Sri Sri Panduranga Swamy Temple at Panchalingala, Kurnool Mandal and Kurnool District",,BASTIPATI NAGARAJU PANCHALINGALA,,KURNOOL
197997,Andhra Pradesh,Andhra Pradesh,RAJAHMUNDRY,RAJAHMUNDRY,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,5000000,Recommended,Recommended,2025-05-09T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Multipurpose Activity Center in BC are (Patempeta) in Chagallu village of Chagallu Mandal,Construction of Multipurpose Activity Center in BC are (Patempeta) in Chagallu village of Chagallu Mandal,,Daggubati Purandeshwari,,RAJAHMUNDRY
250663,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2025-11-26T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Pipe Culvert at Bonem Balu Reddy house Donelapalem Village, Rajavommangi Mandal, ASR dt","Construction of Pipe Culvert at Bonem Balu Reddy house Donelapalem Village, Rajavommangi Mandal, ASR dt",,Gumma Thanuja Rani,,ARAKU
161702,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Kasimitta in Narayanavanam Mandal.,Providing street lights and fixtures at Kasimitta in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
250668,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-11-26T00:00:00.000Z,2025,Lok Sabha,18,0,True,486467,1,"CC Drain from Tammisetti Adhibabu house to Padala Suryanarayana Polam varaku at Yellavaram Village , Addateegala mandal, ASR dt","CC Drain from Tammisetti Adhibabu house to Padala Suryanarayana Polam varaku at Yellavaram Village , Addateegala mandal, ASR dt",,Gumma Thanuja Rani,,ARAKU
198065,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,340000,Recommended,Recommended,2025-05-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing pipeline at  Nagari HW   Bommaiahgari palle G.P,Providing pipeline at  Nagari HW   Bommaiahgari palle G.P,,Midhun Reddy,,RAJAMPET
251003,Andhra Pradesh,Andhra Pradesh,GUNTUR,GUNTUR,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-11-30T00:00:00.000Z,2025,Lok Sabha,18,0,True,130677,1,"Providing Internal CC Road in SC Colony at Koppuravuru (V), Pedakakani (M)","Providing Internal CC Road in SC Colony at Koppuravuru (V), Pedakakani (M)",,Dr Chandra Sekhar Pemmasani,,GUNTUR
1431,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,,Midhun Reddy,,RAJAMPET
251005,Andhra Pradesh,Andhra Pradesh,GUNTUR,GUNTUR,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Normal/Others,Normal/Others,1000000,Recommended,Recommended,2025-11-30T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Internal CC Road and side drain from Yadavapalem to Vaddera Colony in Pedakakani (V) , Pedakakani (M)","Providing Internal CC Road and side drain from Yadavapalem to Vaddera Colony in Pedakakani (V) , Pedakakani (M)",,Dr Chandra Sekhar Pemmasani,,GUNTUR
198092,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,140000,Recommended,Recommended,2025-05-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing pipeline at Busireddi gari palle, Ch Ch reddy gari palle G.P","Providing pipeline at Busireddi gari palle, Ch Ch reddy gari palle G.P",,Midhun Reddy,,RAJAMPET
